time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2/22/2015,14.1,0,10.9,12.3,6.1,20,18.5,3,79,19.8,18.84,40790.91,36000,4.4,2015-02-22T07:28,2015-02-22T18:48,0,0,3.33,0,51,5.3,59,NaN,NaN,NaN,13.1,5.7,79,5.4,2.4
2/23/2015,16.1,0,13.5,13.8,11.8,21.3,19.5,3,108,23.8,7.81,40896.03,0,9.3,2015-02-23T07:27,2015-02-23T18:48,0,0,2.44,0,98,5.2,50,NaN,NaN,NaN,16.3,7.9,108,10.8,1.9
2/24/2015,15.5,0.8,20.2,13.2,11.7,18.8,15.9,51,307,39.2,12.84,41001.35,34108,9.7,2015-02-24T07:26,2015-02-24T18:49,2,0.8,2.86,0,70,6.8,57,NaN,NaN,NaN,19.8,10.2,307,7.2,2.6
2/25/2015,16,0,11.2,14.2,10.3,21.6,20.4,3,274,23.4,18.85,41106.77,37407.66,9,2015-02-25T07:25,2015-02-25T18:50,0,0,3.63,0,15,6.8,57,NaN,NaN,NaN,17.5,8,274,11.2,5.2
2/26/2015,17.2,0,22.5,14.5,10.5,25.3,22.2,3,56,44.3,20.07,41212.2,36020.47,7.7,2015-02-26T07:24,2015-02-26T18:51,0,0,4.57,0,49,6.3,54,NaN,NaN,NaN,25.7,14,56,15.8,9.8
2/27/2015,20.3,0,17.8,17.3,13.4,28.9,25.3,2,202,35.3,20.35,41317.55,37741.75,10.4,2015-02-27T07:23,2015-02-27T18:51,0,0,5.52,0,15,3.2,37,NaN,NaN,NaN,23.5,11.9,202,14,8.3
2/28/2015,16,0,14.6,13.5,8.3,22.3,20,0,316,31,21,41422.75,37908.08,6.4,2015-02-28T07:22,2015-02-28T18:52,0,0,4.27,0,0,2.8,46,NaN,NaN,NaN,19.2,8.6,316,9.7,4.8
3/1/2015,15.5,0,16.6,13,8.5,22.2,19.5,0,10,31,20.96,41527.8,37951.25,7,2015-03-01T07:21,2015-03-01T18:53,0,0,4.31,0,0,4.9,56,NaN,NaN,NaN,22.5,10.9,10,13,6.3
3/2/2015,15.6,0,17,13.1,7.6,22.6,19.4,3,32,34.2,20.61,41633.5,36225.43,5.8,2015-03-02T07:20,2015-03-02T18:54,0,0,4.31,0,39,4.4,53,NaN,NaN,NaN,21.1,10.1,32,10.1,5.8
3/3/2015,17.1,0,18.2,14.4,10.1,24.1,21.3,3,316,35.6,21,41740.04,37889.77,7.9,2015-03-03T07:18,2015-03-03T18:54,0,0,4.8,0,73,3.9,45,NaN,NaN,NaN,22.2,10.9,316,9.7,3.7
3/4/2015,16,0,15.9,13.9,10.3,21.8,19,3,344,31,15.54,41847.31,36794.06,9.1,2015-03-04T07:17,2015-03-04T18:55,0,0,3.5,0,40,7.9,62,NaN,NaN,NaN,21.7,10.6,344,8.6,4
3/5/2015,16.2,0,19.2,13.8,10.8,22.9,20,2,26,35.6,19.44,41955.24,38106.46,9.6,2015-03-05T07:16,2015-03-05T18:56,0,0,4.22,0,23,7.7,62,NaN,NaN,NaN,26.6,13.8,26,11.9,7.2
3/6/2015,18.3,0,17.4,16.2,10.5,27.4,25.6,0,44,36,21.36,42063.75,38515.75,8.4,2015-03-06T07:15,2015-03-06T18:56,0,0,4.53,0,0,8.4,59,NaN,NaN,NaN,24.6,13.2,44,11.9,7.6
3/7/2015,19.8,0,11.9,17.9,10.2,28.3,26.3,0,246,29.9,21.92,42172.76,38756.13,8.8,2015-03-07T07:14,2015-03-07T18:57,0,0,5.04,0,2,6,46,NaN,NaN,NaN,17.3,8.8,246,5.8,3.8
3/8/2015,21.3,0,9.6,19.2,11.6,30.3,29.1,3,123,23.8,21.45,42282.19,36808.16,9.3,2015-03-08T07:13,2015-03-08T18:58,0,0,5.04,0,37,4.7,40,NaN,NaN,NaN,15.1,7.6,123,8.3,3.6
3/9/2015,20.4,0,16.3,18.8,13.7,27.6,26.1,3,344,28.8,18.21,42391.96,36716.12,12.5,2015-03-09T07:12,2015-03-09T18:58,0,0,4.43,0,83,9.3,51,NaN,NaN,NaN,19.9,10.3,344,8.3,5.7
3/10/2015,18.8,0,23.2,17,14.3,24.9,22.6,3,33,42.1,12.92,42502,21244.67,13.1,2015-03-10T07:10,2015-03-10T18:59,0,0,3.5,0,85,12,68,NaN,NaN,NaN,31.7,16.6,33,24.5,12.3
3/11/2015,17.8,0,28.1,15,13.9,24.2,21.2,3,25,52.9,18.5,42612.23,36461.48,11.2,2015-03-11T07:09,2015-03-11T19:00,0,0,4.29,0,59,11.1,67,NaN,NaN,NaN,42.3,22.8,25,31,16.3
3/12/2015,15.8,0.5,17.6,13.7,10.3,21.3,18.9,51,302,36.7,22.38,42722.58,39551.94,9,2015-03-12T07:08,2015-03-12T19:00,3,0.5,4.23,0,20,6.9,60,NaN,NaN,NaN,25.5,11.7,302,8.6,4.7
3/13/2015,16.1,0,9.8,14.4,8,22.5,20.7,3,27,24.5,22.16,42832.95,39836.97,6.5,2015-03-13T07:07,2015-03-13T19:01,0,0,4.16,0,55,5.5,56,NaN,NaN,NaN,15.6,7,27,7.9,4.6
3/14/2015,17.4,0,19.4,15.3,9.6,24.5,22.7,3,5,36,22.55,42943.29,39895.29,8.3,2015-03-14T07:06,2015-03-14T19:01,0,0,4.88,0,13,5.7,52,NaN,NaN,NaN,20.3,9.7,5,9,2.2
3/15/2015,16.1,0,20.5,13.7,10.5,22,19.5,1,11,37.1,22.27,43053.52,40071.57,9.3,2015-03-15T07:04,2015-03-15T19:02,0,0,4.59,0,5,7.3,61,NaN,NaN,NaN,27.8,14.1,11,14.4,7.9
3/16/2015,16,0,19.1,12.9,11.1,22.2,18.9,3,15,40,19.87,43163.55,38656.63,8.4,2015-03-16T07:03,2015-03-16T19:03,0,0,4.51,0,41,5.9,54,NaN,NaN,NaN,30.5,15.5,15,19.1,11.4
3/17/2015,16.6,0,20.7,13.7,10.4,23.6,20.7,1,26,40.7,22.66,43273.33,40057.5,8.6,2015-03-17T07:02,2015-03-17T19:03,0,0,4.96,0,6,6.2,55,NaN,NaN,NaN,29.5,15.3,26,16.9,10.2
3/18/2015,16.6,0,18.9,14.1,9.4,23.8,21.4,0,13,33.8,22.85,43382.76,40606.89,7.8,2015-03-18T07:01,2015-03-18T19:04,0,0,4.88,0,5,6.3,56,NaN,NaN,NaN,25.3,12.9,13,13.3,7.9
3/19/2015,16.3,0,18.9,14.2,9.9,23.4,21,3,348,37.4,21.89,43491.77,40544.56,8.7,2015-03-19T07:00,2015-03-19T19:05,0,0,4.54,0,15,7.3,60,NaN,NaN,NaN,24.8,11.6,348,7.9,3
3/20/2015,16.3,0,12,14.6,9.7,22.9,21.5,3,356,30.2,22.9,43600.3,40825.79,8.2,2015-03-20T06:59,2015-03-20T19:05,0,0,4.38,0,40,5.8,54,NaN,NaN,NaN,17.4,7.3,356,7.6,2.8
3/21/2015,16.4,0,20,13.7,10.5,22.9,20.9,2,350,39.6,22.78,43708.33,40934.17,8.5,2015-03-21T06:57,2015-03-21T19:06,0,0,4.97,0,6,5.1,50,NaN,NaN,NaN,26,12.7,350,14.4,6.6
3/22/2015,15.3,0,13.4,12.9,8.2,22.4,20.7,2,9,27.7,24.13,43816.63,41042.49,6,2015-03-22T06:56,2015-03-22T19:06,0,0,4.64,0,5,3.6,49,NaN,NaN,NaN,20.3,9.1,9,9,4.5
3/23/2015,17.4,0,17.6,13.9,9.6,25.2,20.5,3,58,33.8,20.13,43925.34,38562.21,7.4,2015-03-23T06:55,2015-03-23T19:07,0,0,5.25,0,76,1,41,NaN,NaN,NaN,23.6,12.5,58,12.2,7.1
3/24/2015,20.5,0,20.4,17,13.3,29.3,26.3,2,61,39.2,22.86,44034.41,41211.94,10.2,2015-03-24T06:54,2015-03-24T19:08,0,0,6.68,0,17,2.4,34,NaN,NaN,NaN,29,14.7,61,15.5,8.2
3/25/2015,20.8,0,19.5,17.8,13.6,29.2,26.5,3,53,39.6,22.49,44143.74,39848.7,10.9,2015-03-25T06:53,2015-03-25T19:08,0,0,6.36,0,77,6.9,45,NaN,NaN,NaN,33.2,17.5,53,26.6,13.6
3/26/2015,21.5,0,20.5,18.5,15.3,29,25.8,3,59,41,21.17,44253.29,37925.91,12.7,2015-03-26T06:51,2015-03-26T19:09,0,0,6.42,0,78,6.5,42,NaN,NaN,NaN,32.1,16.9,59,23,11.5
3/27/2015,28.7,0,16.8,26,20.1,38.6,35.6,3,110,35.6,19.53,44362.98,37809.31,17.5,2015-03-27T06:50,2015-03-27T19:10,0,0,7.27,0,87,4.8,24,NaN,NaN,NaN,24.5,11.6,110,13.3,7.6
3/28/2015,24.2,0,22.9,22.3,18.9,27.7,26.7,3,350,49,15.09,44472.73,32471.53,17,2015-03-28T06:49,2015-03-28T19:10,0,0,5.07,0,73,8,36,NaN,NaN,NaN,24.6,10.5,350,8.3,5.2
3/29/2015,20.1,0,21.9,17.9,13.7,25.7,22.4,0,275,45.4,24.76,44582.5,41804.23,13.8,2015-03-29T06:48,2015-03-29T19:11,0,0,5.82,0,0,6.2,48,NaN,NaN,NaN,25,12.5,275,8.3,4.3
3/30/2015,19.3,0,20.3,16.8,13.1,24.8,21.9,2,293,40.7,22.99,44692.19,41912.72,11.5,2015-03-30T06:46,2015-03-30T19:11,0,0,5.52,0,12,5.9,44,NaN,NaN,NaN,24.6,12.6,293,6.1,6.2
3/31/2015,19,0,30.1,16.3,10.8,25.8,21.3,3,246,54.4,24.7,44801.74,41164.59,9.8,2015-03-31T06:45,2015-03-31T19:12,0,0,6.14,0,14,7.1,53,NaN,NaN,NaN,31.3,16.2,246,8.3,4.6
4/1/2015,18.8,0,16.1,17,13.4,24.2,22.7,3,299,33.8,22.2,44911.08,42128.76,12.3,2015-04-01T06:44,2015-04-01T19:13,0,0,4.77,0,25,8.9,55,NaN,NaN,NaN,25.5,12.2,299,14,7.3
4/2/2015,20.8,0,12.6,19.3,12.1,28.5,27.2,3,252,26.6,24.12,45020.14,41009.27,11.3,2015-04-02T06:43,2015-04-02T19:13,0,0,5.42,0,72,6.6,47,NaN,NaN,NaN,17.8,8,252,8.6,4.5
4/3/2015,20.4,0,17.8,19.2,15.6,26.3,25.7,3,318,37.8,24.44,45128.84,41814.53,14.9,2015-04-03T06:42,2015-04-03T19:14,0,0,5.54,0,28,10.3,55,NaN,NaN,NaN,25.5,11.6,318,11.2,4.9
4/4/2015,18.8,0,18.6,17.5,13,25,23.7,0,354,32.8,25.14,45237.12,42449.45,13.1,2015-04-04T06:40,2015-04-04T19:14,0,0,5.23,0,1,8.3,55,NaN,NaN,NaN,20.5,9.2,354,6.1,1.1
4/5/2015,19.6,0,17.1,18,12.1,26.9,25.7,0,36,30.2,25.6,45344.89,42555.17,11.2,2015-04-05T06:39,2015-04-05T19:15,0,0,5.63,0,0,8.1,53,NaN,NaN,NaN,21.6,10.6,36,12.2,7.1
4/6/2015,20.9,0,16.6,18.3,13.4,28.8,26.5,0,52,36.7,26.14,45452.09,42660.18,11.1,2015-04-06T06:38,2015-04-06T19:16,0,0,6.51,0,0,5.5,42,NaN,NaN,NaN,26.5,13.3,52,16.6,10.1
4/7/2015,24.6,0,14.9,22.4,14.6,35.3,32.8,1,202,33.5,25.6,45558.65,42764.41,12.6,2015-04-07T06:37,2015-04-07T19:16,0,0,7.03,0,2,5.2,34,NaN,NaN,NaN,21.6,10.6,202,13,5.6
4/8/2015,28.7,0,32.7,24.3,18.4,38.6,32.8,2,192,60.8,25.38,45664.47,42344.25,15.7,2015-04-08T06:36,2015-04-08T19:17,0,0,10.69,0,33,2.7,25,NaN,NaN,NaN,38.5,21.4,192,13.3,9.7
4/9/2015,17.9,0,24.1,14.8,14.6,21.6,18.3,2,303,48.6,25.1,45769.48,42885.02,11.7,2015-04-09T06:35,2015-04-09T19:17,0,0,5.57,0,20,6.6,51,NaN,NaN,NaN,37.8,18.6,303,22,12.7
4/10/2015,14.6,0.1,29.7,10.8,10.2,19.3,14.1,51,279,55.8,21.78,45873.68,41019.13,7.9,2015-04-10T06:33,2015-04-10T19:18,1,0.1,4.64,0,18,4.3,53,NaN,NaN,NaN,35,17.9,279,10.8,5.4
4/11/2015,14,0,32.3,9.5,10,18.5,13.8,2,273,62.3,21.23,45977.79,42955.9,6.3,2015-04-11T06:32,2015-04-11T19:19,0,0,4.7,0,35,3.9,53,NaN,NaN,NaN,43,22.3,273,29.5,16.1
4/12/2015,15.4,0,27.7,11.8,10.2,20.4,15.3,3,297,53.6,17.87,46081.95,40251.5,7.8,2015-04-12T06:31,2015-04-12T19:19,0,0,4.39,0,31,5.3,55,NaN,NaN,NaN,34.8,17.4,297,19.1,10.2
4/13/2015,17.2,0,17.3,14.7,10.3,24.4,21.8,0,300,37.1,26.25,46186.09,43026.8,8.7,2015-04-13T06:30,2015-04-13T19:20,0,0,5.67,0,5,4.4,49,NaN,NaN,NaN,24.1,11.5,300,11.2,6.3
4/14/2015,17.2,0,18,15.2,10,24.1,22.5,2,15,32.8,26.18,46290.14,43062.28,9.1,2015-04-14T06:29,2015-04-14T19:21,0,0,5.4,0,17,5.1,51,NaN,NaN,NaN,19.6,9.1,15,6.5,3.3
4/15/2015,16.8,0.5,21.1,14.5,10.3,23.5,21,51,351,41,24.39,46394.02,42368.28,9,2015-04-15T06:28,2015-04-15T19:21,2,0.5,5.21,0,15,6.1,54,NaN,NaN,NaN,25.9,12.5,351,13,7.4
4/16/2015,18.4,0,15.9,16.5,11.9,25.4,23.4,1,326,30.2,24.34,46497.67,40222.1,11.4,2015-04-16T06:27,2015-04-16T19:22,0,0,5.43,0,19,5.9,52,NaN,NaN,NaN,20.6,9.5,326,8.3,5.4
4/17/2015,18.8,0,18,16.7,11,26.3,23.9,2,7,36.4,26.18,46601.01,43168.82,9.7,2015-04-17T06:26,2015-04-17T19:22,0,0,5.98,0,11,6.3,51,NaN,NaN,NaN,23.2,11.5,7,10.1,6.5
4/18/2015,20,0,16.1,17.8,10.4,27.9,25.7,0,34,34.6,27.46,46703.96,43200,9,2015-04-18T06:25,2015-04-18T19:23,0,0,6.34,0,0,5.7,46,NaN,NaN,NaN,23.6,11.3,34,11.5,6.9
4/19/2015,22.2,0,15.5,19.7,11.9,31.2,28.9,0,35,30.2,27.55,46806.45,43200,10,2015-04-19T06:23,2015-04-19T19:24,0,0,6.95,0,0,3.6,36,NaN,NaN,NaN,21.4,10.5,35,11.5,7
4/20/2015,26.3,0,16,23.3,15.1,36.2,32.9,2,256,33.5,27.2,46908.4,43200,12.7,2015-04-20T06:22,2015-04-20T19:24,0,0,7.82,0,20,-0.2,23,NaN,NaN,NaN,20.4,9.8,256,11.2,5.4
4/21/2015,23,0,16.8,21.3,15.1,30.2,28.6,1,318,35.6,27.13,47009.73,43200,14.6,2015-04-21T06:21,2015-04-21T19:25,0,0,6.77,0,2,7.3,40,NaN,NaN,NaN,22.2,10.6,318,10.4,5.4
4/22/2015,20.2,0,24.5,18.6,14.9,27.5,26.6,0,332,45,26.28,47110.37,43200,12,2015-04-22T06:20,2015-04-22T19:26,0,0,6.14,0,2,8.9,52,NaN,NaN,NaN,25.9,12.3,332,6.8,2.6
4/23/2015,17.4,0,28,14,11.8,23.8,20.1,0,320,54,27.16,47210.23,43200,10.1,2015-04-23T06:19,2015-04-23T19:26,0,0,6.23,0,4,3.8,45,NaN,NaN,NaN,33.8,16.5,320,11.5,5.4
4/24/2015,17.7,0,17.1,15.1,11.5,24.1,22.4,1,8,31.7,27.75,47309.21,43200,9.4,2015-04-24T06:18,2015-04-24T19:27,0,0,5.94,0,8,3.3,42,NaN,NaN,NaN,23.5,11.1,8,13.7,7.2
4/25/2015,18.8,0,21.9,15.1,11.3,26.9,23.1,0,48,45,28.45,47407.26,43340.11,7.9,2015-04-25T06:17,2015-04-25T19:27,0,0,7.09,0,0,2.1,38,NaN,NaN,NaN,32.3,17.1,48,20.2,12
4/26/2015,21.5,0,15.5,19.1,11.9,31.1,29,0,55,33.8,27.65,47504.27,43336.09,10.1,2015-04-26T06:16,2015-04-26T19:28,0,0,6.62,0,0,5.7,44,NaN,NaN,NaN,25.1,12.5,55,15.5,8.9
4/27/2015,26.5,0,23.1,23.6,16.1,36.5,32.6,0,207,48.2,27.89,47600.16,43423.1,13.6,2015-04-27T06:15,2015-04-27T19:29,0,0,8.42,0,0,3,28,NaN,NaN,NaN,25.6,12.5,207,11.2,6.8
4/28/2015,24.2,0,9.1,23.8,14.9,34,33.7,0,317,19.1,27.96,47694.84,43420.73,14.9,2015-04-28T06:14,2015-04-28T19:29,0,0,6.3,0,2,9.4,47,NaN,NaN,NaN,14.9,6.3,317,7.2,0.4
4/29/2015,26.3,0,22.7,24.9,17.4,37,35.9,0,347,40,28.29,47788.22,43611.7,16.3,2015-04-29T06:13,2015-04-29T19:30,0,0,7.95,0,0,8.9,38,NaN,NaN,NaN,22.8,11.5,347,8.3,3.6
4/30/2015,21.9,0,19,20.6,14.9,30.2,28.5,3,354,33.5,27.48,47880.28,42568.67,14.9,2015-04-30T06:13,2015-04-30T19:31,0,0,6.53,0,15,9.7,54,NaN,NaN,NaN,26.3,13,354,17.3,9.4
5/1/2015,21.3,0,18.1,20.1,13.6,29.5,28.2,2,356,32,27.83,47971.7,43614.1,12.9,2015-05-01T06:12,2015-05-01T19:31,0,0,6.4,0,7,9.8,53,NaN,NaN,NaN,23.6,11.5,356,13.7,6.9
5/2/2015,21.1,0,17.9,20,14.8,28.5,27.3,2,15,32,27.73,48062.6,43302.09,14.6,2015-05-02T06:11,2015-05-02T19:32,0,0,6.24,0,13,9.7,54,NaN,NaN,NaN,23.8,11.4,15,15.5,7.3
5/3/2015,21.2,0,18.9,20,14.4,28.9,27.9,1,7,35.3,28.25,48152.91,43614.11,14.2,2015-05-03T06:10,2015-05-03T19:33,0,0,6.44,0,7,9.9,54,NaN,NaN,NaN,25.4,12.4,7,13.7,7.6
5/4/2015,21.2,0,18.4,20.4,13.9,28.8,28.5,1,5,34.6,27.6,48242.56,43721.74,13.5,2015-05-04T06:09,2015-05-04T19:33,0,0,6.15,0,5,10.9,56,NaN,NaN,NaN,23.8,11.3,5,12.2,7
5/5/2015,21.9,0,19.1,20.6,14.5,29.7,28.5,1,35,34.6,27.73,48331.48,43722.6,14.2,2015-05-05T06:08,2015-05-05T19:34,0,0,6.53,0,4,10.6,54,NaN,NaN,NaN,26,13.5,35,14,7.8
5/6/2015,23,0,17.3,21.5,15.2,30.7,29.1,0,32,37.8,28.01,48419.57,43947.73,15,2015-05-06T06:07,2015-05-06T19:35,0,0,6.97,0,0,9.7,50,NaN,NaN,NaN,27.7,13.8,32,16.2,9.2
5/7/2015,23.7,0,14.8,22.6,14.5,31.7,30.4,0,17,29.2,28.58,48506.77,44179.96,14.4,2015-05-07T06:07,2015-05-07T19:35,0,0,6.85,0,0,8.9,46,NaN,NaN,NaN,21.6,10,17,12.2,6.6
5/8/2015,25.6,0,11.4,25,17.4,33.4,32.9,0,342,27.7,28.17,48592.98,44186.75,17.3,2015-05-08T06:06,2015-05-08T19:36,0,0,6.73,0,0,9.4,41,NaN,NaN,NaN,17.3,7.3,342,7.6,1.1
5/9/2015,27,0,23,25.3,19.8,35.5,33.4,0,262,47.9,28.12,48678.14,44310.74,18.4,2015-05-09T06:05,2015-05-09T19:36,0,0,8.45,0,0,10.4,39,NaN,NaN,NaN,31,15.6,262,11.2,6
5/10/2015,24.4,0,15.5,24.5,17.9,32,31.8,3,314,32,27.26,48762.14,43720.68,19.6,2015-05-10T06:04,2015-05-10T19:37,0,0,6.42,0,28,12.4,55,NaN,NaN,NaN,21.9,9.1,314,7.2,3.1
5/11/2015,24.6,0.3,27.1,23,18.9,31.1,28.9,51,37,51.8,25.55,48844.92,40992.16,18.2,2015-05-11T06:04,2015-05-11T19:38,3,0.3,7.28,0,20,12.1,49,NaN,NaN,NaN,36.3,18.1,37,20.2,11.8
5/12/2015,23.8,0,18.7,23,17.3,30.5,28.5,3,285,42.1,27.19,48926.38,42851.94,18.4,2015-05-12T06:03,2015-05-12T19:38,0,0,6.64,0,35,10.3,50,NaN,NaN,NaN,24.9,10.8,285,8.3,5.9
5/13/2015,23.2,0,25,21.3,17.1,29.7,25.6,3,272,49.7,25.79,49006.42,44584.54,17.7,2015-05-13T06:02,2015-05-13T19:39,0,0,7.05,0,18,8.8,48,NaN,NaN,NaN,30.8,15.1,272,9,5.2
5/14/2015,21.4,0,15.5,20.6,14.8,26.8,25.9,1,321,33.1,24.41,49084.97,44467.03,15.1,2015-05-14T06:02,2015-05-14T19:40,0,0,5.54,0,11,11.1,56,NaN,NaN,NaN,21.6,10.2,321,9,5.4
5/15/2015,23.2,0,20.1,22.3,16.2,30.3,29.5,0,357,35.6,29.13,49161.94,44925.48,16.7,2015-05-15T06:01,2015-05-15T19:40,0,0,6.76,0,0,8.9,48,NaN,NaN,NaN,20.5,9.1,357,7.6,1.9
5/16/2015,23.7,0,21.2,21.9,15.8,32.2,29.8,0,42,40,29.31,49237.22,45059.88,15.5,2015-05-16T06:00,2015-05-16T19:41,0,0,7.76,0,0,9.8,48,NaN,NaN,NaN,31.1,16.4,42,17.6,9.9
5/17/2015,24.2,0,23,22.7,14.8,34.1,32.4,3,39,46.4,28.95,49310.74,45130.23,14,2015-05-17T06:00,2015-05-17T19:42,0,0,7.61,0,40,12.1,54,NaN,NaN,NaN,34.1,17.9,39,23.8,13.8
5/18/2015,26.6,0,16.3,25.9,17.2,36.9,36.1,3,12,33.5,29.04,49382.38,44245.73,17.2,2015-05-18T05:59,2015-05-18T19:42,0,0,7.82,0,32,12.1,48,NaN,NaN,NaN,26.9,13.6,12,20.2,11.1
5/19/2015,27.5,0,14.4,27.1,16.3,37.6,36.6,0,336,28.8,29.79,49452.06,45495.63,17.1,2015-05-19T05:59,2015-05-19T19:43,0,0,7.66,0,0,9.3,43,NaN,NaN,NaN,18.9,8.3,336,10.1,3.3
5/20/2015,27.5,0,24.7,25.6,19.4,36.3,34.4,0,1,47.5,29.56,49519.74,45522.58,18,2015-05-20T05:58,2015-05-20T19:43,0,0,8.54,0,0,7.2,32,NaN,NaN,NaN,25.7,13,1,13.3,7.7
5/21/2015,23.9,0,19.3,23.6,18,30.8,30.6,1,344,35.3,28.3,49585.96,44643.14,19.2,2015-05-21T05:58,2015-05-21T19:44,0,0,6.82,0,11,13,55,NaN,NaN,NaN,26.5,12.5,344,12.6,6.5
5/22/2015,24.7,0,16.2,24.5,16.1,32.8,32.7,0,353,32.4,28.59,49650.83,45275.64,16.8,2015-05-22T05:57,2015-05-22T19:45,0,0,7.1,0,1,12.6,52,NaN,NaN,NaN,23.6,10.9,353,8.6,4.5
5/23/2015,27.6,0,17.2,26.6,17.8,36.1,35.1,0,1,36,28.9,49714.29,45688.97,17.8,2015-05-23T05:57,2015-05-23T19:45,0,0,7.54,0,0,8.6,36,NaN,NaN,NaN,20,8.3,1,10.4,0.8
5/24/2015,30.9,0,13.3,29.5,21,40.1,40.2,2,63,32.4,27.98,49776.27,45613.89,19.7,2015-05-24T05:56,2015-05-24T19:46,0,0,8.12,0,13,7.1,26,NaN,NaN,NaN,20.3,8.8,63,10.4,4.1
5/25/2015,30.6,1,19.4,30.2,22.5,39.6,39.7,55,360,37.8,28.05,49836.7,45830.7,21.8,2015-05-25T05:56,2015-05-25T19:47,1,1,7.73,0,7,10.7,32,NaN,NaN,NaN,22.8,8.5,360,13.3,2.4
5/26/2015,29.6,0,17.2,28.8,20.4,38.4,37.4,3,33,32.4,27.37,49895.52,45522.68,20.7,2015-05-26T05:56,2015-05-26T19:47,0,0,8.03,0,30,11.7,38,NaN,NaN,NaN,24.6,12.3,33,16.9,9.6
5/27/2015,35.3,0,32.6,32,26.9,45.3,40.6,3,192,63,27.7,49952.68,45542.1,24.7,2015-05-27T05:55,2015-05-27T19:48,0,0,12.39,0,36,6.7,20,NaN,NaN,NaN,39.5,19.9,192,23,11.6
5/28/2015,28.2,0,21.2,27,21.7,34.8,34.4,3,326,42.5,27.81,50008.09,45335.89,19.9,2015-05-28T05:55,2015-05-28T19:48,0,0,8.39,0,53,11.9,39,NaN,NaN,NaN,33.3,15.8,326,18.4,5.6
5/29/2015,23.9,0,20,22.7,18.1,29.7,27.9,1,307,43.9,28.75,50061.7,46009.51,18,2015-05-29T05:54,2015-05-29T19:49,0,0,7.13,0,5,10.3,45,NaN,NaN,NaN,27.4,12.7,307,6.5,3.5
5/30/2015,23.5,0,20.5,22.6,17.2,29.6,28.1,0,319,37.8,28.66,50113.44,46132.46,17.3,2015-05-30T05:54,2015-05-30T19:49,0,0,6.81,0,1,10.4,48,NaN,NaN,NaN,24.2,10.9,319,8.3,3.3
5/31/2015,23.9,0,24.4,22.9,16.9,30.8,29.8,0,19,44.6,29.33,50163.24,46148.45,17.4,2015-05-31T05:54,2015-05-31T19:50,0,0,7.25,0,1,10.7,49,NaN,NaN,NaN,26.8,12.8,19,12.2,7
6/1/2015,23.7,0,17,22.8,16.3,30.6,30.3,0,5,34.9,29.56,50211.04,46272.67,16.1,2015-06-01T05:54,2015-06-01T19:51,0,0,6.89,0,0,10.2,47,NaN,NaN,NaN,24.6,10.6,5,15.1,7.6
6/2/2015,25.2,0,20.2,24.7,17,33,33,0,10,36.4,29.2,50256.76,46287,17.1,2015-06-02T05:53,2015-06-02T19:51,0,0,7.02,0,0,10.8,46,NaN,NaN,NaN,21.5,9.3,10,12.2,4.3
6/3/2015,25.9,0,20.7,25,18.2,33.9,32.8,2,3,37.4,29.17,50300.36,45473.84,18.7,2015-06-03T05:53,2015-06-03T19:52,0,0,7.64,0,10,10.8,46,NaN,NaN,NaN,27.7,12.9,3,15.1,8.9
6/4/2015,24.9,0,20.2,24.2,17.5,31.4,30.3,0,340,37.1,29.53,50341.74,46311.07,18,2015-06-04T05:53,2015-06-04T19:52,0,0,7.3,0,0,10.9,46,NaN,NaN,NaN,23.6,10.9,340,7.9,4.7
6/5/2015,25.2,0,17.2,25.1,17.3,31.8,31.7,0,349,32.4,29.06,50380.85,46435.76,18,2015-06-05T05:53,2015-06-05T19:53,0,0,6.83,0,0,11.8,49,NaN,NaN,NaN,20.9,8.7,349,9.7,1.8
6/6/2015,26,0,16.1,26.3,18.4,32.8,32.6,3,4,30.2,27.05,50417.63,43873.36,19.9,2015-06-06T05:53,2015-06-06T19:53,0,0,6.6,0,55,13.4,51,NaN,NaN,NaN,21.1,9.1,4,11.9,4.7
6/7/2015,27.9,0,20.7,27.1,20,36.1,35.7,2,49,39.6,28.35,50452,46453.34,20,2015-06-07T05:53,2015-06-07T19:54,0,0,8.17,0,14,13.1,45,NaN,NaN,NaN,30.9,15.4,49,23,11.8
6/8/2015,30,0,19.8,29.5,21.7,40.1,40.6,1,41,36.4,28.47,50483.91,46696.09,20.7,2015-06-08T05:53,2015-06-08T19:54,0,0,8.38,0,6,12.8,39,NaN,NaN,NaN,29.7,13.6,41,21.2,4.3
